"Valuation_Date";"Underlying";"Mid"
10/02/1993;"GBPEUR";1.214
11/02/1993;"GBPEUR";1.208
12/02/1993;"GBPEUR";1.21
15/02/1993;"GBPEUR";1.21
16/02/1993;"GBPEUR";1.214
17/02/1993;"GBPEUR";1.21
18/02/1993;"GBPEUR";1.216
19/02/1993;"GBPEUR";1.225
22/02/1993;"GBPEUR";1.221
23/02/1993;"GBPEUR";1.22
24/02/1993;"GBPEUR";1.203
25/02/1993;"GBPEUR";1.211
26/02/1993;"GBPEUR";1.209
01/03/1993;"GBPEUR";1.226
02/03/1993;"GBPEUR";1.223
03/03/1993;"GBPEUR";1.229
04/03/1993;"GBPEUR";1.228
05/03/1993;"GBPEUR";1.238
08/03/1993;"GBPEUR";1.233
09/03/1993;"GBPEUR";1.235
10/03/1993;"GBPEUR";1.23
11/03/1993;"GBPEUR";1.225
12/03/1993;"GBPEUR";1.23
15/03/1993;"GBPEUR";1.231
16/03/1993;"GBPEUR";1.242
17/03/1993;"GBPEUR";1.245
18/03/1993;"GBPEUR";1.258
19/03/1993;"GBPEUR";1.258
22/03/1993;"GBPEUR";1.256
23/03/1993;"GBPEUR";1.248
24/03/1993;"GBPEUR";1.248
25/03/1993;"GBPEUR";1.249
26/03/1993;"GBPEUR";1.252
29/03/1993;"GBPEUR";1.252
30/03/1993;"GBPEUR";1.246
31/03/1993;"GBPEUR";1.255
01/04/1993;"GBPEUR";1.257
02/04/1993;"GBPEUR";1.252
05/04/1993;"GBPEUR";1.25
06/04/1993;"GBPEUR";1.254
07/04/1993;"GBPEUR";1.26
08/04/1993;"GBPEUR";1.26
09/04/1993;"GBPEUR";1.26
12/04/1993;"GBPEUR";1.266
13/04/1993;"GBPEUR";1.265
14/04/1993;"GBPEUR";1.272
15/04/1993;"GBPEUR";1.268
16/04/1993;"GBPEUR";1.265
19/04/1993;"GBPEUR";1.265
20/04/1993;"GBPEUR";1.268
21/04/1993;"GBPEUR";1.263
22/04/1993;"GBPEUR";1.275
23/04/1993;"GBPEUR";1.277
26/04/1993;"GBPEUR";1.275
27/04/1993;"GBPEUR";1.278
28/04/1993;"GBPEUR";1.27
29/04/1993;"GBPEUR";1.271
30/04/1993;"GBPEUR";1.276
03/05/1993;"GBPEUR";1.265
04/05/1993;"GBPEUR";1.264
05/05/1993;"GBPEUR";1.265
06/05/1993;"GBPEUR";1.272
07/05/1993;"GBPEUR";1.272
10/05/1993;"GBPEUR";1.261
11/05/1993;"GBPEUR";1.267
12/05/1993;"GBPEUR";1.263
13/05/1993;"GBPEUR";1.262
14/05/1993;"GBPEUR";1.263
17/05/1993;"GBPEUR";1.268
18/05/1993;"GBPEUR";1.274
19/05/1993;"GBPEUR";1.28
20/05/1993;"GBPEUR";1.286
21/05/1993;"GBPEUR";1.279
24/05/1993;"GBPEUR";1.284
25/05/1993;"GBPEUR";1.283
26/05/1993;"GBPEUR";1.287
27/05/1993;"GBPEUR";1.283
28/05/1993;"GBPEUR";1.27
31/05/1993;"GBPEUR";1.276
01/06/1993;"GBPEUR";1.264
02/06/1993;"GBPEUR";1.262
03/06/1993;"GBPEUR";1.267
04/06/1993;"GBPEUR";1.257
07/06/1993;"GBPEUR";1.264
08/06/1993;"GBPEUR";1.263
09/06/1993;"GBPEUR";1.267
10/06/1993;"GBPEUR";1.274
11/06/1993;"GBPEUR";1.267
14/06/1993;"GBPEUR";1.271
15/06/1993;"GBPEUR";1.276
16/06/1993;"GBPEUR";1.275
17/06/1993;"GBPEUR";1.283
18/06/1993;"GBPEUR";1.284
21/06/1993;"GBPEUR";1.282
22/06/1993;"GBPEUR";1.279
23/06/1993;"GBPEUR";1.273
24/06/1993;"GBPEUR";1.28
25/06/1993;"GBPEUR";1.288
28/06/1993;"GBPEUR";1.295
29/06/1993;"GBPEUR";1.304
30/06/1993;"GBPEUR";1.298
01/07/1993;"GBPEUR";1.311
02/07/1993;"GBPEUR";1.306
05/07/1993;"GBPEUR";1.308
06/07/1993;"GBPEUR";1.309
07/07/1993;"GBPEUR";1.302
08/07/1993;"GBPEUR";1.304
09/07/1993;"GBPEUR";1.307
12/07/1993;"GBPEUR";1.31
13/07/1993;"GBPEUR";1.318
14/07/1993;"GBPEUR";1.322
15/07/1993;"GBPEUR";1.316
16/07/1993;"GBPEUR";1.313
19/07/1993;"GBPEUR";1.315
20/07/1993;"GBPEUR";1.32
21/07/1993;"GBPEUR";1.322
22/07/1993;"GBPEUR";1.327
23/07/1993;"GBPEUR";1.334
26/07/1993;"GBPEUR";1.333
27/07/1993;"GBPEUR";1.324
28/07/1993;"GBPEUR";1.323
29/07/1993;"GBPEUR";1.329
30/07/1993;"GBPEUR";1.355
02/08/1993;"GBPEUR";1.352
03/08/1993;"GBPEUR";1.343
04/08/1993;"GBPEUR";1.334
05/08/1993;"GBPEUR";1.335
06/08/1993;"GBPEUR";1.33
09/08/1993;"GBPEUR";1.331
10/08/1993;"GBPEUR";1.323
11/08/1993;"GBPEUR";1.325
12/08/1993;"GBPEUR";1.318
13/08/1993;"GBPEUR";1.314
16/08/1993;"GBPEUR";1.322
17/08/1993;"GBPEUR";1.322
18/08/1993;"GBPEUR";1.335
19/08/1993;"GBPEUR";1.329
20/08/1993;"GBPEUR";1.326
23/08/1993;"GBPEUR";1.326
24/08/1993;"GBPEUR";1.315
25/08/1993;"GBPEUR";1.308
26/08/1993;"GBPEUR";1.324
27/08/1993;"GBPEUR";1.316
30/08/1993;"GBPEUR";1.312
31/08/1993;"GBPEUR";1.311
01/09/1993;"GBPEUR";1.313
02/09/1993;"GBPEUR";1.305
03/09/1993;"GBPEUR";1.314
06/09/1993;"GBPEUR";1.3
07/09/1993;"GBPEUR";1.314
08/09/1993;"GBPEUR";1.317
09/09/1993;"GBPEUR";1.312
10/09/1993;"GBPEUR";1.308
13/09/1993;"GBPEUR";1.303
14/09/1993;"GBPEUR";1.306
15/09/1993;"GBPEUR";1.301
16/09/1993;"GBPEUR";1.293
17/09/1993;"GBPEUR";1.301
20/09/1993;"GBPEUR";1.296
21/09/1993;"GBPEUR";1.288
22/09/1993;"GBPEUR";1.3
23/09/1993;"GBPEUR";1.297
24/09/1993;"GBPEUR";1.297
27/09/1993;"GBPEUR";1.295
28/09/1993;"GBPEUR";1.286
29/09/1993;"GBPEUR";1.283
30/09/1993;"GBPEUR";1.287
01/10/1993;"GBPEUR";1.295
04/10/1993;"GBPEUR";1.295
05/10/1993;"GBPEUR";1.3
06/10/1993;"GBPEUR";1.306
07/10/1993;"GBPEUR";1.307
08/10/1993;"GBPEUR";1.303
11/10/1993;"GBPEUR";1.301
12/10/1993;"GBPEUR";1.293
13/10/1993;"GBPEUR";1.289
14/10/1993;"GBPEUR";1.294
15/10/1993;"GBPEUR";1.292
18/10/1993;"GBPEUR";1.286
19/10/1993;"GBPEUR";1.288
20/10/1993;"GBPEUR";1.291
21/10/1993;"GBPEUR";1.298
22/10/1993;"GBPEUR";1.292
25/10/1993;"GBPEUR";1.302
26/10/1993;"GBPEUR";1.299
27/10/1993;"GBPEUR";1.301
28/10/1993;"GBPEUR";1.304
29/10/1993;"GBPEUR";1.305
01/11/1993;"GBPEUR";1.313
02/11/1993;"GBPEUR";1.305
03/11/1993;"GBPEUR";1.31
