"Valuation_Date";"Underlying";"Mid"
11/06/1993;"GBPUSD";1.522
14/06/1993;"GBPUSD";1.527
15/06/1993;"GBPUSD";1.517
16/06/1993;"GBPUSD";1.506
17/06/1993;"GBPUSD";1.515
18/06/1993;"GBPUSD";1.498
21/06/1993;"GBPUSD";1.489
22/06/1993;"GBPUSD";1.478
23/06/1993;"GBPUSD";1.473
24/06/1993;"GBPUSD";1.469
25/06/1993;"GBPUSD";1.477
28/06/1993;"GBPUSD";1.496
29/06/1993;"GBPUSD";1.513
30/06/1993;"GBPUSD";1.489
01/07/1993;"GBPUSD";1.517
02/07/1993;"GBPUSD";1.508
05/07/1993;"GBPUSD";1.51
06/07/1993;"GBPUSD";1.503
07/07/1993;"GBPUSD";1.495
08/07/1993;"GBPUSD";1.497
09/07/1993;"GBPUSD";1.481
12/07/1993;"GBPUSD";1.477
13/07/1993;"GBPUSD";1.498
14/07/1993;"GBPUSD";1.502
15/07/1993;"GBPUSD";1.489
16/07/1993;"GBPUSD";1.487
19/07/1993;"GBPUSD";1.499
20/07/1993;"GBPUSD";1.512
21/07/1993;"GBPUSD";1.516
22/07/1993;"GBPUSD";1.513
23/07/1993;"GBPUSD";1.505
26/07/1993;"GBPUSD";1.502
27/07/1993;"GBPUSD";1.489
28/07/1993;"GBPUSD";1.495
29/07/1993;"GBPUSD";1.481
30/07/1993;"GBPUSD";1.482
02/08/1993;"GBPUSD";1.502
03/08/1993;"GBPUSD";1.501
04/08/1993;"GBPUSD";1.502
05/08/1993;"GBPUSD";1.496
06/08/1993;"GBPUSD";1.499
09/08/1993;"GBPUSD";1.492
10/08/1993;"GBPUSD";1.467
11/08/1993;"GBPUSD";1.472
12/08/1993;"GBPUSD";1.466
13/08/1993;"GBPUSD";1.46
16/08/1993;"GBPUSD";1.49
17/08/1993;"GBPUSD";1.489
18/08/1993;"GBPUSD";1.516
19/08/1993;"GBPUSD";1.505
20/08/1993;"GBPUSD";1.515
23/08/1993;"GBPUSD";1.506
24/08/1993;"GBPUSD";1.499
25/08/1993;"GBPUSD";1.482
26/08/1993;"GBPUSD";1.511
27/08/1993;"GBPUSD";1.504
30/08/1993;"GBPUSD";1.493
31/08/1993;"GBPUSD";1.491
01/09/1993;"GBPUSD";1.504
02/09/1993;"GBPUSD";1.502
03/09/1993;"GBPUSD";1.531
06/09/1993;"GBPUSD";1.527
07/09/1993;"GBPUSD";1.539
08/09/1993;"GBPUSD";1.542
09/09/1993;"GBPUSD";1.549
10/09/1993;"GBPUSD";1.552
13/09/1993;"GBPUSD";1.547
14/09/1993;"GBPUSD";1.545
15/09/1993;"GBPUSD";1.549
16/09/1993;"GBPUSD";1.533
17/09/1993;"GBPUSD";1.533
20/09/1993;"GBPUSD";1.533
21/09/1993;"GBPUSD";1.515
22/09/1993;"GBPUSD";1.517
23/09/1993;"GBPUSD";1.506
24/09/1993;"GBPUSD";1.509
27/09/1993;"GBPUSD";1.513
28/09/1993;"GBPUSD";1.514
29/09/1993;"GBPUSD";1.512
30/09/1993;"GBPUSD";1.495
01/10/1993;"GBPUSD";1.506
04/10/1993;"GBPUSD";1.515
05/10/1993;"GBPUSD";1.516
06/10/1993;"GBPUSD";1.525
07/10/1993;"GBPUSD";1.523
08/10/1993;"GBPUSD";1.535
11/10/1993;"GBPUSD";1.531
12/10/1993;"GBPUSD";1.533
13/10/1993;"GBPUSD";1.522
14/10/1993;"GBPUSD";1.515
15/10/1993;"GBPUSD";1.511
18/10/1993;"GBPUSD";1.487
19/10/1993;"GBPUSD";1.489
20/10/1993;"GBPUSD";1.495
21/10/1993;"GBPUSD";1.484
22/10/1993;"GBPUSD";1.473
25/10/1993;"GBPUSD";1.478
26/10/1993;"GBPUSD";1.481
27/10/1993;"GBPUSD";1.481
28/10/1993;"GBPUSD";1.489
29/10/1993;"GBPUSD";1.479
01/11/1993;"GBPUSD";1.482
02/11/1993;"GBPUSD";1.473
03/11/1993;"GBPUSD";1.485
